연관키워드,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도
비건화장품,3130.0,7070.0,26.9,113.5,0.89,1.7,15,3
바디클렌저,840.0,1810.0,1.1,14.1,0.14,0.84,15,3
향좋은바디워시추천,810.0,6810.0,2.3,72.3,0.3,1.15,15,3
바디스크럽,2470.0,21800.0,7.8,143.3,0.33,0.7,15,3
바디샴푸,920.0,2620.0,2.0,17.7,0.23,0.72,15,3
도루코,5220.0,10000.0,1.4,16.7,0.03,0.18,15,3
남자올인원,1130.0,5130.0,2.6,30.1,0.25,0.63,15,3
약산성바디워시,1020.0,3540.0,1.1,25.0,0.11,0.75,15,3
크린콜,1950.0,4940.0,3.1,59.3,0.17,1.28,15,3
바디,1160.0,5720.0,0.3,1.7,0.03,0.04,15,3
바이오가,1960.0,15100.0,5.5,167.8,0.29,1.18,9,2
육아용품,820.0,2460.0,5.6,25.8,0.7,1.13,15,3
인그로운헤어,1490.0,14600.0,1.5,18.9,0.11,0.14,15,3
샤워,1410.0,5570.0,0.4,1.3,0.03,0.03,15,3
아기용품,1420.0,6390.0,11.1,68.8,0.81,1.18,15,3
스크럽,2070.0,7890.0,2.3,4.5,0.12,0.07,15,3
향좋은바디로션추천,1430.0,13600.0,5.3,128.3,0.38,1.0,15,3
바디크림,1460.0,7750.0,4.3,39.8,0.31,0.55,15,3
바디로션추천,2710.0,29900.0,4.5,87.8,0.17,0.31,15,3
바디로션,13000.0,88100.0,15.7,414.0,0.13,0.5,15,3
베이비페어,11800.0,84100.0,7.1,108.8,0.07,0.15,15,3
BHA,830.0,2280.0,0.2,8.3,0.03,0.39,15,3
액체세제,1790.0,11700.0,3.7,80.5,0.22,0.74,15,3
수저세트,4620.0,34100.0,10.9,291.0,0.25,0.93,15,3
페브리즈,5990.0,19400.0,2.5,103.0,0.05,0.57,15,3
자동차커버,1980.0,7750.0,9.1,125.3,0.48,1.74,15,3
유아로션,1220.0,5290.0,1.4,22.2,0.12,0.45,15,3
모기약,1240.0,5170.0,1.9,30.3,0.17,0.65,15,3
클렌징폼,3600.0,65700.0,6.3,82.4,0.19,0.13,15,3
클렌징오일,4560.0,34900.0,9.5,245.5,0.22,0.76,15,3
폼클렌징,5380.0,42600.0,8.3,124.5,0.16,0.31,15,3
폼클렌징추천,1010.0,16100.0,1.4,38.0,0.15,0.25,15,3
클렌징워터,1790.0,13700.0,1.9,32.9,0.12,0.26,15,3
클렌징,1290.0,4530.0,2.6,14.5,0.22,0.35,15,3
약산성폼클렌징,1620.0,23900.0,2.3,46.4,0.15,0.21,15,3
ACNE,1670.0,6060.0,1.1,8.9,0.07,0.16,15,3
바닐라코클렌징밤,1570.0,15300.0,5.1,80.2,0.33,0.57,15,3
PORE,1310.0,2640.0,0.1,0.0,0.01,0.0,15,3
클렌징밀크,1750.0,14600.0,3.7,92.8,0.22,0.69,15,3
클렌징밤,1310.0,8340.0,5.1,48.0,0.4,0.62,15,3
리무버,2070.0,6620.0,0.7,18.9,0.04,0.31,15,3
진동클렌저,1210.0,4510.0,2.9,34.8,0.24,0.84,15,3
분장,1720.0,4540.0,0.9,1.3,0.06,0.03,15,3
화농성여드름,2000.0,16600.0,0.1,6.5,0.01,0.05,15,3
살리실산,2310.0,8890.0,2.2,39.3,0.1,0.48,15,3
블랙헤드제거,1810.0,17400.0,1.4,96.3,0.09,0.61,15,3
마이크로바이옴,3890.0,6930.0,3.3,83.5,0.09,1.28,15,3
로즈힙,3050.0,20000.0,10.3,533.9,0.35,2.8,15,3
맥주효모샴푸,4370.0,34900.0,28.1,636.4,0.66,1.95,15,3
두피에센스,1310.0,9600.0,1.1,37.8,0.09,0.45,15,3
탈모,6460.0,31400.0,10.4,110.8,0.17,0.38,15,3
비듬샴푸,3210.0,26600.0,9.5,263.0,0.31,1.06,15,3
탈모에좋은음식,920.0,8700.0,1.4,86.8,0.16,1.07,15,3
여성탈모,930.0,7610.0,1.0,34.8,0.12,0.5,15,3
원형탈모,1700.0,14800.0,1.1,66.0,0.07,0.48,15,3
헤어토닉,1370.0,8520.0,2.5,44.8,0.19,0.58,15,3
비오틴,10000.0,251300.0,23.6,1529.0,0.24,0.64,15,3
맥주효모,6430.0,50200.0,33.9,994.5,0.55,2.12,15,3
두피관리,1000.0,5610.0,4.3,67.4,0.45,1.31,15,3
KGF,3320.0,4240.0,0.0,0.3,0.0,0.01,3,3
대머리,1390.0,6790.0,0.5,5.3,0.04,0.09,15,3
머리숱,2970.0,15400.0,0.7,3.0,0.03,0.03,15,3
비오틴추천,1940.0,7780.0,4.1,85.0,0.23,1.17,15,3
비오틴효과,2620.0,29700.0,5.8,623.3,0.23,2.26,15,3
비오틴영양제,1440.0,5890.0,4.1,149.5,0.29,2.72,15,3
비오틴부작용,1630.0,14700.0,0.0,0.0,0.0,0.0,0,1
모낭염,5100.0,41000.0,1.4,4.7,0.03,0.02,15,3
머리빨리기르는법,1630.0,23200.0,1.9,174.3,0.12,0.82,15,3
두피,820.0,3630.0,0.5,20.3,0.06,0.61,15,3
비듬없애는방법,1480.0,18100.0,2.9,197.3,0.21,1.17,15,3
두피뾰루지,1040.0,12000.0,1.7,44.0,0.17,0.39,15,3
두피각질,1530.0,12700.0,1.3,51.1,0.09,0.43,15,3
비듬,1700.0,9820.0,1.2,2.0,0.08,0.03,15,3
세타필로션,2100.0,23200.0,3.4,242.0,0.17,1.1,15,3
세타필,6740.0,33900.0,13.7,309.5,0.21,0.97,15,3
세타필바디로션,3070.0,27700.0,4.5,341.3,0.16,1.31,15,3
남자로션,2910.0,14400.0,7.7,93.0,0.28,0.69,15,3
임산부튼살크림,1270.0,9370.0,1.5,22.5,0.13,0.26,15,3
로션,4420.0,16200.0,4.4,54.4,0.11,0.36,15,3
올리브영바디로션,1260.0,9520.0,0.5,17.7,0.05,0.2,11,2
세타필크림,2150.0,26500.0,3.2,188.3,0.16,0.75,15,3
베이비로션,1610.0,5990.0,2.7,31.3,0.18,0.56,15,3
튼살크림,2920.0,23600.0,5.4,141.5,0.19,0.64,15,3
에멀젼,1220.0,4200.0,0.3,0.7,0.03,0.02,3,3
돌선물,2390.0,16800.0,2.4,11.7,0.11,0.08,15,3
임산부,3520.0,13600.0,12.7,166.5,0.38,1.31,15,3
바디스프레이,990.0,4910.0,6.4,71.6,0.68,1.59,15,3
피부건조증,900.0,5060.0,0.4,1.0,0.05,0.03,15,3
보습크림,2240.0,11500.0,8.6,78.4,0.4,0.72,15,3
스킨로션,1580.0,8090.0,2.6,38.5,0.18,0.52,15,3
초등학생선물,1780.0,9000.0,4.0,55.9,0.23,0.67,15,3
임신소양증,1970.0,7820.0,0.1,0.3,0.01,0.01,13,2
임산부의날,970.0,1560.0,0.0,1.2,0.0,0.09,15,3
임신,4470.0,31100.0,0.1,2.3,0.01,0.01,15,3
유아학습지,1250.0,3080.0,9.4,80.8,0.77,2.79,15,3
트리트먼트,5790.0,44600.0,6.6,226.5,0.12,0.55,15,3
헤어팩,2510.0,18600.0,4.5,89.3,0.19,0.52,15,3
트리트먼트추천,1170.0,12900.0,1.3,68.9,0.12,0.57,15,3
헤어에센스,7020.0,65800.0,10.5,292.5,0.16,0.48,15,3
노워시트리트먼트,1550.0,5770.0,2.5,48.8,0.17,0.93,15,3
컨디셔너,1110.0,9490.0,0.9,57.3,0.09,0.65,15,3
헤어오일,2290.0,21700.0,4.9,67.0,0.23,0.34,15,3
TREATMENT,3220.0,8670.0,0.0,0.3,0.0,0.01,3,3
헤어에센스추천,1290.0,11200.0,2.5,117.0,0.2,1.12,15,3
두피앰플,890.0,4350.0,3.9,43.1,0.45,1.07,15,3
두피팩,910.0,6430.0,1.3,38.7,0.15,0.66,15,3
컬링에센스,1130.0,10700.0,1.3,42.8,0.12,0.43,15,3
헤어미스트,1650.0,10600.0,3.2,60.9,0.2,0.62,15,3
컬크림,2040.0,13400.0,5.3,61.9,0.28,0.5,15,3
두피영양제,1310.0,10700.0,3.4,187.1,0.28,1.9,15,3
케라틴,990.0,3420.0,0.3,13.1,0.04,0.42,15,3
비타민젤리,1420.0,7510.0,3.1,70.9,0.23,1.02,15,3
탈모영양제,1350.0,8730.0,3.5,88.6,0.27,1.1,15,3
마스크팩,9760.0,104800.0,27.1,480.3,0.29,0.48,15,3
콜라겐마스크팩,1160.0,13200.0,5.1,108.1,0.46,0.87,15,3
콜라겐팩,1220.0,14000.0,6.1,159.4,0.51,1.21,15,3
앰플,4400.0,17700.0,11.1,65.9,0.27,0.4,15,3
마스크팩추천,890.0,10000.0,2.5,10.4,0.29,0.11,15,3
하이드로겔,840.0,1320.0,0.9,2.7,0.11,0.22,15,3
팩,1940.0,10400.0,2.7,7.1,0.15,0.08,15,3
세럼,4570.0,27000.0,7.1,39.5,0.17,0.16,15,3
뽑아쓰는마스크팩,810.0,5700.0,4.2,102.3,0.53,1.94,15,3
셀룰로오스,2080.0,4200.0,1.3,3.9,0.07,0.1,15,3
셀룰로스,880.0,1830.0,0.0,1.0,0.0,0.06,3,3
피부영양제,1020.0,9150.0,2.5,39.0,0.27,0.47,15,3
워시오프팩,1070.0,2650.0,1.9,16.8,0.19,0.69,15,3
피부좋아지는법,1120.0,12200.0,0.9,34.0,0.09,0.3,15,3
위생팬티,1080.0,9220.0,11.2,230.7,1.07,2.7,15,3
쿠션,7370.0,44700.0,13.1,383.0,0.19,0.93,15,3
쿠션커버,1800.0,15300.0,8.7,236.8,0.51,1.68,15,3
의자등받이,1760.0,6400.0,12.8,117.5,0.76,1.97,15,3
이불,16400.0,95600.0,196.1,2132.7,1.24,2.42,15,3
좌식쇼파,1800.0,15300.0,9.4,259.1,0.55,1.84,15,3
좌식소파,1280.0,5870.0,4.3,70.8,0.36,1.32,15,3
수입가구,1370.0,4900.0,73.5,295.6,5.57,6.54,15,3
허리베개,1270.0,9990.0,9.3,204.5,0.76,2.21,15,3
등받이쿠션,3850.0,26900.0,13.3,355.4,0.36,1.41,15,3
의자쿠션,1230.0,3050.0,3.7,28.0,0.31,1.0,15,3
의자등받이쿠션,1010.0,2630.0,4.7,23.3,0.48,0.93,15,3
쇼파쿠션,1610.0,15300.0,15.1,306.2,0.98,2.16,15,3
쿠션팩트,1900.0,18700.0,6.9,98.0,0.38,0.57,15,3
침구,2100.0,6050.0,30.5,113.6,1.5,2.04,15,3
세덱,1320.0,6760.0,0.7,1.7,0.06,0.03,6,2
의자허리쿠션,1220.0,2870.0,5.1,37.8,0.44,1.41,15,3
쿠션추천,1760.0,10600.0,2.2,48.1,0.13,0.5,15,3
허리쿠션,2100.0,8410.0,7.1,54.0,0.36,0.68,15,3
쿠션팩트추천,1310.0,15300.0,2.8,115.3,0.22,0.81,15,3
이불세트,3150.0,20500.0,41.5,496.1,1.37,2.62,15,3
침구세트,2050.0,10300.0,33.9,244.6,1.71,2.55,15,3
등받이,940.0,2520.0,1.9,15.6,0.22,0.67,15,3
소파쿠션,1160.0,7650.0,13.6,144.3,1.22,2.07,15,3
스탠드옷걸이,5990.0,36200.0,23.1,388.8,0.4,1.15,15,3
등쿠션,1490.0,10900.0,5.5,88.6,0.39,0.87,15,3
타월,1680.0,6560.0,8.5,70.0,0.52,1.14,15,3
가구,8890.0,26500.0,130.1,633.3,1.52,2.6,15,3
대형쿠션,2160.0,10100.0,6.5,132.8,0.32,1.41,15,3
쇼파베드,2810.0,24700.0,18.3,406.7,0.68,1.79,15,3
1인용쇼파,4860.0,42100.0,66.6,999.7,1.44,2.62,15,3
촉촉한쿠션,890.0,7320.0,0.3,43.6,0.04,0.64,15,3
파우더팩트,1670.0,13800.0,4.9,73.1,0.3,0.58,15,3
등받이의자,1370.0,7220.0,4.7,81.8,0.36,1.23,15,3
소파베드,5040.0,30700.0,25.5,250.9,0.53,0.88,15,3
파운데이션추천,2140.0,16000.0,3.7,91.3,0.18,0.62,15,3
자세교정의자,830.0,2290.0,4.5,38.8,0.57,1.83,15,3
치질방석,1750.0,8350.0,7.3,126.0,0.44,1.61,15,3
도넛방석,1210.0,7350.0,3.5,101.5,0.31,1.47,15,3
침대,26700.0,148200.0,270.3,3244.2,1.06,2.39,15,3
의자방석,2420.0,8070.0,11.9,47.1,0.51,0.63,15,3
식탁의자,8220.0,84700.0,90.0,1081.4,1.14,1.38,15,3
3인소파,1220.0,6030.0,11.9,99.5,1.01,1.81,15,3
4인용식탁,3030.0,24600.0,40.1,408.2,1.38,1.79,15,3
6인용식탁,4320.0,39600.0,93.7,1073.5,2.27,2.96,15,3
4인식탁,1820.0,11700.0,17.1,198.3,0.97,1.86,15,3
철벽녀쿠션,1060.0,21900.0,2.8,342.1,0.28,1.89,15,3
올리브영쿠션추천,860.0,8940.0,2.6,4.7,0.32,0.06,5,2
올리브영쿠션,850.0,7910.0,0.3,3.7,0.04,0.05,3,3
리뷰이벤트,1850.0,3060.0,3.2,14.5,0.18,0.51,15,3
콤팩트,1490.0,4780.0,1.4,39.8,0.1,0.89,15,3
좋아하다,850.0,3260.0,0.0,0.0,0.0,0.0,1,2
샤넬쿠션,1880.0,18000.0,4.7,49.0,0.26,0.3,15,3
CUSHION,1050.0,1990.0,0.4,5.4,0.05,0.29,14,3
컴팩트,2470.0,5160.0,1.2,18.9,0.06,0.4,15,3
메이크업,2730.0,18300.0,2.3,13.4,0.09,0.08,15,3
FOUNDATION,3110.0,6390.0,0.5,1.3,0.02,0.03,15,3
COMPACT,3630.0,7230.0,0.6,0.0,0.02,0.0,15,3
에어쿠션,850.0,3890.0,3.3,6.1,0.41,0.17,15,3
나스쿠션,1780.0,18000.0,7.1,209.8,0.41,1.25,15,3
네오쿠션,1140.0,11200.0,2.7,70.6,0.24,0.68,15,3
베게,5090.0,26300.0,14.9,223.1,0.31,0.91,15,3
배게,9350.0,67300.0,12.7,206.3,0.15,0.33,15,3
배개,1750.0,10200.0,5.0,64.1,0.3,0.67,15,3
베개,30300.0,211500.0,101.5,836.4,0.35,0.42,15,3
글렌캐런,1470.0,5670.0,0.6,2.3,0.05,0.05,13,2
베개배게,1550.0,16900.0,1.1,27.3,0.08,0.18,15,3
글랜캐런,1200.0,4640.0,2.9,20.2,0.26,0.49,9,2
베개추천,1520.0,14000.0,17.1,192.5,1.16,1.47,15,3
배게베개,2210.0,23100.0,0.3,22.1,0.02,0.11,15,3
오리털이불,1410.0,9200.0,15.4,232.4,1.14,2.72,15,3
원형러그,3960.0,16900.0,27.8,265.2,0.73,1.7,15,3
자충매트,6930.0,39900.0,13.8,277.0,0.21,0.76,15,3
수분크림,8550.0,62100.0,22.3,283.5,0.27,0.49,15,3
수분크림추천,1710.0,12500.0,3.7,130.9,0.23,1.11,15,3
여자스킨로션추천,1070.0,3960.0,1.3,38.0,0.14,1.03,15,3
스킨,2920.0,15800.0,5.0,90.6,0.18,0.62,15,3
영양크림,1330.0,8660.0,4.5,80.0,0.35,0.99,15,3
세라마이드크림,1380.0,13700.0,3.4,156.8,0.26,1.19,15,3
안티에이징,1670.0,3370.0,2.1,9.7,0.14,0.32,15,3
세라마이드,4100.0,30000.0,7.3,586.3,0.19,2.08,15,3
리페어,1570.0,4740.0,0.5,7.1,0.04,0.16,15,3
보습,1060.0,3520.0,0.5,0.3,0.05,0.01,15,3
탄력크림,1040.0,7390.0,5.3,86.3,0.52,1.25,15,3
수딩젤,1000.0,6020.0,1.1,19.0,0.12,0.35,15,3
친환경기업,900.0,1810.0,4.2,14.0,0.48,0.79,15,3
피부건선,1350.0,13200.0,0.3,42.0,0.03,0.34,15,3
히알루론산,6400.0,36000.0,8.9,373.5,0.15,1.11,15,3
보습제,970.0,4340.0,1.3,34.7,0.14,0.84,15,3
수분,1320.0,2790.0,0.2,0.3,0.02,0.01,15,3
아미노산,4810.0,21200.0,4.3,137.5,0.1,0.69,15,3
탄소중립,21500.0,31600.0,4.6,1.7,0.03,0.01,15,3
윤리경영,1720.0,1400.0,0.9,0.0,0.06,0.0,15,3
사회공헌,2160.0,1260.0,2.9,2.1,0.14,0.18,15,3
ESG경영,30200.0,31900.0,8.9,108.3,0.04,0.36,15,3
ESG,50200.0,49300.0,13.9,97.0,0.03,0.21,15,3
미백크림,1580.0,16300.0,6.6,91.0,0.44,0.59,15,3
시카크림,3350.0,25300.0,7.7,207.0,0.24,0.88,15,3
재생크림,3650.0,31700.0,7.3,126.5,0.21,0.43,15,3
나이아신,1690.0,5470.0,0.9,0.0,0.06,0.0,15,3
에멀전,810.0,2770.0,0.7,1.6,0.09,0.07,15,3
선크림,9380.0,60000.0,12.3,217.7,0.14,0.39,15,3
썬크림추천,840.0,11600.0,3.8,153.3,0.47,1.41,15,3
선크림추천,1590.0,10200.0,2.7,68.3,0.18,0.72,15,3
무기자차선크림,1280.0,9590.0,2.1,73.5,0.17,0.82,15,3
톤업크림,3260.0,28700.0,7.1,147.3,0.23,0.56,15,3
톤업선크림,1660.0,13400.0,2.5,107.5,0.16,0.87,15,3
무기자차,810.0,2770.0,1.1,0.0,0.15,0.0,15,3
블루라이트,2460.0,6560.0,1.4,0.7,0.06,0.02,15,3
올리브영선크림,890.0,4980.0,3.8,18.9,0.44,0.41,8,2
메이크업베이스,1270.0,10600.0,1.3,45.8,0.11,0.47,15,3
골프볼주머니,1020.0,7630.0,6.9,129.0,0.7,1.82,15,3
골프파우치,4470.0,25000.0,8.9,244.8,0.21,1.07,15,3
골프공주머니,910.0,6850.0,5.0,122.6,0.57,1.94,15,3
선스틱,1280.0,6550.0,5.5,42.5,0.45,0.7,15,3
썬스틱,930.0,6970.0,2.9,74.5,0.33,1.15,15,3
가습기,100100.0,468900.0,284.5,3834.0,0.3,0.86,15,3
가열식가습기,33400.0,172100.0,151.3,2034.4,0.46,1.23,15,3
천연가습기,4690.0,31600.0,19.9,810.2,0.44,2.67,15,3
제올라이트,2310.0,6030.0,10.5,105.3,0.48,1.85,15,3
가습기추천,8370.0,53500.0,42.2,1036.0,0.52,2.04,15,3
무드등가습기,910.0,2250.0,1.7,17.4,0.19,0.82,15,3
대용량가습기,13000.0,98100.0,39.3,447.1,0.31,0.47,15,3
자연가습기,980.0,4530.0,6.1,24.7,0.64,0.57,15,3
스텐가열식가습기,840.0,5970.0,5.1,36.0,0.62,0.63,15,3
미니가습기,22300.0,93200.0,47.6,866.9,0.22,0.97,15,3
가열식가습기추천,2390.0,15900.0,12.5,235.4,0.54,1.54,15,3
기화식가습기,5640.0,27200.0,12.2,270.3,0.23,1.04,15,3
스텐가습기,2370.0,17900.0,19.1,342.3,0.83,2.01,15,3
무소음가습기,1080.0,9020.0,4.4,40.5,0.42,0.46,15,3
복합식가습기,2430.0,17800.0,5.9,231.0,0.25,1.35,15,3
소형가습기,1490.0,4930.0,5.7,104.7,0.39,2.24,15,3
자연기화식가습기,3420.0,18400.0,13.1,233.1,0.39,1.32,15,3
미니가습기추천,920.0,5350.0,3.8,34.6,0.42,0.67,15,3
신생아가습기,2740.0,16100.0,4.1,132.1,0.16,0.86,15,3
사무실가습기,9590.0,11500.0,10.1,56.1,0.11,0.51,15,3
아기가습기,1610.0,18400.0,4.1,84.4,0.27,0.47,15,3
탁상용가습기,2380.0,3750.0,2.3,18.8,0.1,0.53,15,3
스테인레스가습기,820.0,3570.0,4.7,70.3,0.59,2.07,15,3
통세척가습기,1920.0,9410.0,3.8,53.4,0.2,0.59,15,3
세척편한가습기,1010.0,4420.0,3.7,81.9,0.38,1.94,15,3
가습기종류,1180.0,4100.0,1.0,1.0,0.09,0.03,14,3
가습기청소,1270.0,7160.0,0.5,4.4,0.05,0.07,14,3
벤타가습기,4740.0,37900.0,15.9,384.8,0.35,1.06,15,3
벤타에어워셔,1730.0,10900.0,8.5,53.7,0.51,0.52,15,3
벤타,2410.0,12600.0,7.1,32.8,0.3,0.28,15,3
초음파가습기,4210.0,19200.0,5.5,91.7,0.14,0.5,15,3
사무실가습기추천,880.0,880.0,4.1,7.0,0.48,0.84,15,3
대형가습기,1550.0,8280.0,8.5,74.4,0.56,0.92,15,3
에어워셔,1610.0,7810.0,3.1,66.8,0.2,0.9,15,3
책상가습기,1450.0,2550.0,1.3,4.5,0.09,0.19,15,3
가열가습기,1220.0,6820.0,7.9,147.0,0.67,2.27,15,3
휴대용가습기,1890.0,10500.0,3.9,103.1,0.21,1.03,15,3
오아가습기,9490.0,51600.0,4.1,7.3,0.05,0.02,15,3
가습기세척,850.0,5500.0,0.4,0.5,0.05,0.01,14,3
가습기필터,1750.0,4420.0,0.9,1.8,0.06,0.05,15,3
무선가습기,2240.0,15100.0,3.9,83.0,0.18,0.57,15,3
USB가습기,860.0,2420.0,1.0,3.0,0.12,0.14,15,3
르젠가습기,2650.0,18000.0,2.5,41.9,0.1,0.25,15,3
차량용가습기,2680.0,18600.0,4.3,155.3,0.17,0.86,15,3
밥솥가습기,930.0,4750.0,3.1,38.5,0.35,0.85,15,3
캠핑가습기,1970.0,9300.0,3.5,13.5,0.19,0.16,15,3
샤오미가습기,5900.0,26300.0,13.8,300.0,0.24,1.2,15,3
듀플렉스가습기,5790.0,31200.0,3.8,29.0,0.07,0.1,15,3
루메나가습기,4800.0,61300.0,4.4,83.8,0.1,0.14,15,3
한일가습기,2390.0,17900.0,4.9,156.3,0.21,0.91,15,3
미세먼지,183200.0,1964900.0,0.3,11.3,0.01,0.01,3,3
가습기공기청정기,1220.0,9550.0,5.5,96.0,0.47,1.06,15,3
엘지가습기,1690.0,14500.0,6.9,167.9,0.42,1.21,15,3
위닉스가습기,3470.0,29900.0,6.5,179.2,0.2,0.63,15,3
LG가습기,3690.0,20300.0,9.3,232.9,0.26,1.21,15,3
미로가습기,11200.0,95800.0,22.2,33.7,0.21,0.04,15,3
포름알데히드,3440.0,7900.0,0.5,0.3,0.02,0.01,15,3
곰팡이,2370.0,7210.0,2.1,2.0,0.1,0.03,15,3
멸균,1100.0,2270.0,0.1,0.3,0.01,0.02,15,3
제면기,860.0,3880.0,4.0,59.5,0.49,1.68,15,3
신일가습기,1380.0,8350.0,2.7,20.5,0.2,0.26,15,3
삼성가습기,2040.0,11000.0,9.5,229.1,0.48,2.16,15,3
벽지곰팡이제거,1110.0,9790.0,4.8,138.5,0.47,1.57,15,3
음이온,890.0,2510.0,0.2,3.0,0.03,0.13,15,3
바이러스,6750.0,17700.0,1.1,6.7,0.02,0.05,15,3
식기살균건조기,1180.0,6750.0,10.4,122.7,0.91,1.93,15,3
전기찜기,1020.0,6370.0,3.9,105.5,0.4,1.8,15,3
보만,820.0,2340.0,1.0,10.6,0.13,0.49,15,3
업소용식기세척기,1970.0,8530.0,20.7,187.4,1.09,2.34,15,3
드립포트,1430.0,7160.0,2.5,52.4,0.18,0.8,15,3
전기난방기,1120.0,9840.0,21.0,149.3,1.92,1.56,15,3
위닉스온풍기,1070.0,5960.0,3.1,101.8,0.3,1.79,15,3
핸드블랜더,1340.0,9170.0,5.6,124.8,0.44,1.5,15,3
전자레인지용기,1490.0,9490.0,3.0,95.3,0.22,1.09,15,3
탄소매트,26100.0,173800.0,112.9,1729.1,0.45,1.05,15,3
전기장판,38300.0,227700.0,215.5,3095.6,0.58,1.45,15,3
온수매트,34000.0,240300.0,222.4,3399.2,0.68,1.5,15,3
카본매트,24500.0,181500.0,165.3,2737.9,0.7,1.63,15,3
온열매트,7750.0,71300.0,58.7,598.1,0.79,0.87,15,3
캠핑매트,4670.0,27200.0,9.7,147.0,0.22,0.59,15,3
전기매트,17500.0,133000.0,113.9,1877.7,0.67,1.5,15,3
차박용품,2480.0,10800.0,23.8,191.0,1.0,1.93,15,3
전기요,12200.0,100700.0,66.4,1138.1,0.56,1.19,15,3
차박매트,2660.0,13200.0,10.1,213.2,0.4,1.76,15,3
캠핑전기매트,3030.0,17300.0,13.7,175.8,0.47,1.08,15,3
경동나비엔온수매트,7390.0,59600.0,62.5,1147.1,0.88,2.04,15,3
탄소매트추천,2210.0,8420.0,19.0,170.9,0.9,2.17,15,3
전기매트추천,1500.0,9440.0,15.3,221.1,1.05,2.48,15,3
캠핑전기장판,2880.0,15200.0,9.5,147.5,0.34,1.03,15,3
캠핑용전기장판,1890.0,11900.0,12.7,200.3,0.69,1.77,15,3
USB온열매트,1160.0,5430.0,6.5,102.3,0.58,2.02,15,3
1인용전기장판,3460.0,26600.0,14.9,358.0,0.45,1.41,15,3
온열패드,990.0,1990.0,2.4,20.6,0.25,1.09,15,3
전자파없는전기장판,850.0,3850.0,6.5,84.9,0.78,2.32,15,3
전기요추천,830.0,6190.0,9.0,173.1,1.12,2.98,15,3
전기담요,6490.0,26500.0,34.8,507.0,0.55,2.02,15,3
2인용전기장판,1400.0,9590.0,10.7,226.2,0.79,2.51,15,3
전자파없는전기매트,2060.0,15700.0,13.9,346.2,0.73,2.31,15,3
발열매트,3260.0,30800.0,45.6,1212.8,1.43,4.06,15,3
싱글전기매트,910.0,8760.0,5.7,114.2,0.65,1.39,15,3
탄소섬유매트,840.0,4350.0,13.4,170.9,1.64,4.19,15,3
한일전기매트,3440.0,49000.0,31.7,653.9,0.97,1.39,15,3
한일탄소매트,2940.0,23300.0,20.7,273.4,0.73,1.25,15,3
전기방석,12100.0,34000.0,48.2,463.5,0.41,1.43,15,3
카본매트추천,2330.0,19200.0,29.6,378.0,1.31,2.1,15,3
USB전기매트,900.0,4870.0,5.6,107.8,0.64,2.37,15,3
침대전기장판,890.0,6100.0,5.5,83.3,0.64,1.44,15,3
온수매트추천,3020.0,22100.0,37.7,749.4,1.29,3.57,15,3
USB방석,990.0,3320.0,2.4,38.4,0.25,1.23,15,3
일월탄소매트,1350.0,10600.0,5.7,92.5,0.44,0.92,15,3
1인용전기매트,1330.0,9250.0,5.7,83.4,0.44,0.96,15,3
한일전기장판,1600.0,13000.0,15.9,269.1,1.04,2.22,15,3
보이로전기장판,920.0,8000.0,3.4,113.5,0.38,1.53,15,3
거실전기매트,1060.0,11300.0,7.6,94.2,0.74,0.88,15,3
보국전기요,3120.0,26700.0,10.5,306.0,0.35,1.23,15,3
온열찜질기,4220.0,37800.0,16.9,350.4,0.42,0.97,15,3
귀뚜라미온수매트,1510.0,9880.0,7.2,233.9,0.49,2.53,15,3
한일온수매트,850.0,6630.0,5.9,122.4,0.71,1.98,15,3
온열방석,3880.0,11100.0,11.3,150.5,0.3,1.41,15,3
쇼파전기매트,860.0,10700.0,6.3,216.7,0.76,2.14,15,3
찜질기,2240.0,11800.0,6.9,140.5,0.32,1.27,15,3
1인전기장판,830.0,4440.0,2.8,55.8,0.35,1.32,15,3
동계캠핑,1560.0,5490.0,1.0,0.3,0.07,0.01,14,3
겨울캠핑용품,880.0,3550.0,3.2,14.9,0.37,0.45,15,3
온열담요,1140.0,3230.0,3.3,39.3,0.3,1.3,15,3
자전거겨울장갑,920.0,3420.0,4.7,34.9,0.53,1.07,15,3
전기온풍기,9850.0,28600.0,71.1,441.3,0.74,1.6,15,3
온수매트싱글,1330.0,10800.0,9.2,204.7,0.72,2.01,15,3
전기무릎담요,930.0,2980.0,6.3,71.5,0.68,2.49,15,3
파크론온수매트,1030.0,8000.0,2.7,96.0,0.27,1.3,15,3
온수매트커버,960.0,5220.0,4.3,78.6,0.47,1.61,15,3
전기찜질팩,1770.0,15400.0,7.7,235.9,0.45,1.6,15,3
온수찜질기,1030.0,5030.0,3.8,71.3,0.38,1.51,15,3
허리찜질기,1210.0,6700.0,7.1,133.4,0.61,2.16,15,3
반신욕조,1020.0,6980.0,11.9,181.9,1.21,2.81,15,3
스팀보이온수매트,4130.0,36800.0,15.1,458.8,0.4,1.36,15,3
한일전기요,1130.0,7600.0,5.6,103.7,0.52,1.46,15,3
나비엔하우스,1120.0,2280.0,0.9,6.6,0.1,0.32,1,2
전기찜질기,1730.0,19600.0,6.7,196.6,0.4,1.04,15,3
