,연관키워드,type,월간검색수_PC,월간검색수_모바일,월평균클릭수_PC,월평균클릭수_모바일,월평균클릭률_PC,월평균클릭률_모바일,월평균노출광고수,경쟁정도,입찰가_m1,입찰가_m2,입찰가_p1,입찰가_p2
216,디자이너브랜드,패션의류,1430.0,5480.0,21.1,108.9,1.54,2.15,15,3,20210.0,1050.0,20460.0,890.0
217,버킷햇,패션잡화,8240.0,70500.0,32.7,762.0,0.42,1.18,15,3,1430.0,1110.0,2030.0,1380.0
218,결혼식하객룩,패션의류,7070.0,96700.0,99.9,1377.2,1.48,1.57,15,3,6760.0,1510.0,8620.0,630.0
219,여성의류브랜드,패션의류,1020.0,5290.0,13.9,105.3,1.45,2.16,15,3,900.0,770.0,610.0,550.0
220,가을패션,패션의류,950.0,7500.0,2.9,108.8,0.33,1.58,15,3,10940.0,1370.0,11360.0,1170.0
221,상견례옷차림,패션의류,1240.0,16600.0,14.1,300.0,1.18,1.96,15,3,7140.0,930.0,9330.0,600.0
222,남자버킷햇,패션잡화,920.0,4490.0,6.1,52.3,0.7,1.28,15,3,1090.0,980.0,1940.0,910.0
223,내셔널지오그래픽패딩,패션의류,18300.0,303700.0,67.3,2776.9,0.39,0.98,15,3,2360.0,1380.0,1280.0,930.0
224,비비안웨스트우드가디건,패션의류,3100.0,39700.0,17.9,457.6,0.61,1.27,15,3,1160.0,590.0,620.0,550.0
225,폴로맨투맨,패션의류,5100.0,57100.0,28.0,472.8,0.58,0.9,15,3,1200.0,790.0,1090.0,900.0
226,스투시후드티,패션의류,3370.0,36900.0,29.8,407.0,0.94,1.2,15,3,1290.0,850.0,1520.0,880.0
227,내셔널지오그래픽숏패딩,패션의류,1690.0,19300.0,2.7,173.8,0.17,0.97,15,3,2460.0,1180.0,910.0,660.0
228,무스너클버니스웨터,패션의류,1070.0,16400.0,3.6,163.1,0.36,1.07,15,3,1330.0,1090.0,1240.0,1100.0
229,내셔널지오그래픽맨투맨,패션의류,3590.0,49000.0,16.2,291.8,0.48,0.64,15,3,2630.0,1540.0,1540.0,1100.0
230,내셔널지오그래픽후리스,패션의류,6030.0,94300.0,26.7,737.0,0.46,0.82,15,3,2030.0,1550.0,2420.0,900.0
231,내셔널지오그래픽롱패딩,패션의류,3410.0,28700.0,6.1,128.9,0.19,0.48,15,3,1990.0,660.0,840.0,640.0
232,타미맨투맨,패션의류,1170.0,14900.0,4.4,61.4,0.4,0.45,15,3,1850.0,510.0,750.0,560.0
233,스투시,패션의류,31200.0,191800.0,69.7,659.3,0.24,0.37,15,3,1300.0,600.0,1710.0,780.0
234,NATIONALGEOGRAPHIC,패션의류,1280.0,8180.0,2.1,251.6,0.18,3.32,15,3,880.0,710.0,960.0,590.0
235,내셔널지오그래픽경량패딩,패션의류,13700.0,168800.0,76.3,2671.5,0.57,1.67,15,3,1470.0,1010.0,1410.0,800.0
236,네셔널지오그래픽후리스,패션의류,3560.0,39200.0,18.2,638.1,0.53,1.72,15,3,2390.0,1270.0,780.0,570.0
237,네셔널지오그래픽,패션의류,1820.0,25900.0,7.9,324.9,0.45,1.35,15,3,890.0,760.0,760.0,600.0
238,폴로브이넥니트,패션의류,1220.0,17500.0,4.5,72.7,0.38,0.46,15,3,1000.0,480.0,590.0,470.0
239,내셔널지오그래픽바지,패션의류,1220.0,14500.0,7.5,245.5,0.65,1.85,15,3,1330.0,900.0,770.0,560.0
240,폴로후드집업,패션의류,1100.0,14400.0,5.3,77.7,0.51,0.59,15,3,1020.0,660.0,860.0,710.0
241,내셔널지오그래픽바람막이,패션의류,1210.0,12300.0,2.3,27.8,0.2,0.24,15,3,1550.0,620.0,900.0,630.0
242,네셔널,패션의류,990.0,6890.0,2.0,44.9,0.21,0.7,13,2,930.0,390.0,610.0,420.0
243,내셔널지오그래픽가방,패션의류,1140.0,13700.0,2.6,65.0,0.25,0.52,15,3,2000.0,1170.0,1320.0,910.0
244,내셔널지오그래픽플리스,패션의류,1180.0,7930.0,3.1,27.7,0.27,0.38,15,3,1580.0,1070.0,810.0,620.0
245,내셔널패딩,패션의류,830.0,11200.0,4.0,146.0,0.51,1.38,14,3,1750.0,990.0,570.0,480.0
246,내셔널지오그래픽타루가,패션의류,1090.0,12000.0,2.3,128.9,0.22,1.15,15,3,1240.0,860.0,1010.0,680.0
247,내셔널지오그래픽어패럴,패션의류,1680.0,8330.0,4.0,94.0,0.25,1.21,10,2,1880.0,530.0,580.0,460.0
248,내셔널지오그래픽매장,패션의류,900.0,12200.0,1.5,14.1,0.18,0.13,7,2,1050.0,540.0,330.0,290.0
249,내셔널지오그래픽패딩조끼,패션의류,950.0,10000.0,2.6,74.3,0.29,0.8,15,3,1620.0,1050.0,850.0,570.0
250,내셔널,패션의류,1430.0,8000.0,4.4,40.8,0.32,0.55,13,2,1350.0,1060.0,1580.0,1430.0
251,역시즌패딩,패션의류,820.0,6740.0,7.2,88.3,0.91,1.41,15,3,1900.0,1400.0,970.0,830.0
252,내셔널지오그래픽백팩,패션의류,1040.0,9410.0,0.9,31.2,0.1,0.37,15,3,920.0,570.0,760.0,510.0
253,내셔널지오그래픽캐리어,패션의류,4970.0,54700.0,20.7,645.2,0.44,1.29,15,3,2550.0,1190.0,1710.0,1130.0
254,노트북백팩,스포츠/레저,3280.0,11000.0,12.3,107.2,0.4,1.06,15,3,1190.0,1030.0,1220.0,1090.0
255,슬링백,스포츠/레저,9600.0,63800.0,12.2,232.4,0.14,0.4,15,3,1280.0,1060.0,1980.0,1500.0
256,직장인백팩,패션의류,1210.0,8590.0,5.7,61.3,0.5,0.77,15,3,1170.0,1040.0,1160.0,940.0
257,남자백팩,패션의류,3660.0,19500.0,11.7,122.0,0.34,0.68,15,3,1840.0,1470.0,4190.0,1930.0
258,남성백팩,패션잡화,1310.0,7430.0,8.0,61.5,0.64,0.91,15,3,2140.0,1470.0,3900.0,2660.0
259,남성가방,패션잡화,1350.0,6290.0,9.5,53.1,0.74,0.92,15,3,1770.0,680.0,2740.0,920.0
260,남자토트백,스포츠/레저,3140.0,14900.0,11.3,92.7,0.38,0.68,15,3,1250.0,1000.0,1170.0,920.0
261,남자명품가방,패션잡화,890.0,5850.0,3.3,60.0,0.39,1.13,15,3,1220.0,980.0,830.0,690.0
262,게스맨투맨,패션의류,1350.0,16200.0,5.7,119.3,0.45,0.81,15,3,1910.0,1410.0,1160.0,950.0
263,오버니삭스,패션의류,1150.0,9200.0,4.2,81.6,0.38,0.96,15,3,950.0,600.0,1380.0,850.0
264,폴로모자,패션의류,2520.0,28400.0,6.9,176.0,0.29,0.68,15,3,1120.0,590.0,1390.0,720.0
265,폴로하프집업,패션의류,840.0,6720.0,6.1,70.1,0.76,1.15,15,3,760.0,640.0,670.0,500.0
266,폴로반집업니트,패션의류,1050.0,9980.0,4.2,56.2,0.43,0.62,14,3,710.0,380.0,590.0,410.0
267,폴로양말,패션의류,1010.0,9200.0,6.1,89.2,0.63,1.04,15,3,1560.0,640.0,790.0,630.0
268,다운,패션의류,3640.0,14900.0,2.7,5.7,0.08,0.05,15,3,1810.0,1450.0,2150.0,1840.0
269,스노우피크패딩,패션의류,4710.0,64900.0,13.5,650.1,0.3,1.1,15,3,1220.0,750.0,690.0,540.0
270,폴로슬리퍼,패션의류,1520.0,18400.0,15.2,226.3,1.03,1.31,15,3,1380.0,1090.0,1190.0,990.0
271,POLO,패션의류,1210.0,7080.0,3.1,63.8,0.27,1.0,15,3,1180.0,650.0,640.0,530.0
272,스투시후드,패션의류,890.0,6020.0,8.5,36.6,0.99,0.66,15,3,720.0,600.0,1400.0,630.0
273,경량다운,패션의류,950.0,4810.0,3.5,15.6,0.38,0.35,15,3,1270.0,850.0,770.0,630.0
274,스투시후드집업,패션의류,1200.0,14000.0,12.5,176.8,1.1,1.38,15,3,720.0,600.0,1440.0,690.0
275,백팩추천,스포츠/레저,810.0,2990.0,0.7,1.3,0.09,0.05,15,3,1190.0,1020.0,1580.0,1040.0
276,남자메신저백,패션의류,1360.0,6830.0,3.6,3.0,0.28,0.05,15,3,1020.0,650.0,810.0,670.0
277,겨울패딩,패션잡화,4130.0,23400.0,24.3,209.0,0.62,0.95,15,3,1220.0,1050.0,1550.0,1100.0
278,덕다운패딩,패션의류,1430.0,11600.0,6.1,121.7,0.44,1.12,15,3,1010.0,910.0,1020.0,920.0
279,덕다운,패션의류,1880.0,8230.0,1.3,8.0,0.07,0.11,15,3,1180.0,850.0,980.0,770.0
280,스투시맨투맨,패션의류,1510.0,13300.0,14.2,149.6,0.98,1.21,15,3,1570.0,900.0,1330.0,1060.0
281,남자크로스백,스포츠/레저,4570.0,29100.0,19.5,152.0,0.45,0.57,15,3,1600.0,1280.0,1240.0,960.0
282,숏패딩,패션의류,30200.0,258100.0,134.4,1537.7,0.46,0.64,15,3,1140.0,1020.0,1710.0,1470.0
283,여성숏패딩,패션의류,3420.0,42100.0,18.6,197.5,0.57,0.51,15,3,1230.0,1120.0,1350.0,1060.0
284,남자숏패딩,패션의류,5080.0,29400.0,23.6,218.0,0.49,0.79,15,3,1300.0,1110.0,1270.0,1100.0
285,롱패딩,스포츠/레저,33000.0,220200.0,98.0,851.6,0.31,0.41,15,3,1750.0,1160.0,2700.0,1920.0
286,무스탕,패션의류,10200.0,95200.0,23.6,12.0,0.25,0.02,15,3,1410.0,540.0,590.0,510.0
287,패딩조끼,스포츠/레저,28100.0,250400.0,121.4,1367.5,0.45,0.58,15,3,1400.0,1060.0,1610.0,1260.0
288,남자경량패딩,패션의류,9370.0,53000.0,46.3,508.2,0.51,1.03,15,3,2230.0,1790.0,2460.0,1790.0
289,후드집업,스포츠/레저,12500.0,105000.0,37.2,722.2,0.31,0.75,15,3,2500.0,1910.0,1910.0,1590.0
290,패딩추천,패션의류,3930.0,29300.0,16.5,98.5,0.44,0.36,15,3,1570.0,1270.0,1100.0,1040.0
291,여자패딩,패션의류,4760.0,37500.0,27.3,155.9,0.6,0.45,15,3,1220.0,980.0,1900.0,1240.0
292,남자패딩,패션의류,11400.0,70700.0,54.7,351.7,0.5,0.54,15,3,1730.0,1380.0,1870.0,1560.0
293,남성패딩,패션의류,4440.0,29000.0,27.8,256.5,0.66,0.95,15,3,1560.0,1180.0,1340.0,1060.0
294,여성경량패딩,패션의류,12900.0,113200.0,95.5,988.9,0.76,0.94,15,3,1630.0,1390.0,2290.0,1310.0
295,나이키패딩,패션잡화,8140.0,96000.0,20.9,384.8,0.27,0.43,15,3,1380.0,860.0,850.0,590.0
296,여성패딩,패션의류,7860.0,94000.0,63.7,393.4,0.85,0.45,15,3,1260.0,1030.0,2130.0,1380.0
297,패딩코트,패션의류,3010.0,21300.0,5.6,16.7,0.2,0.09,15,3,1540.0,780.0,3700.0,980.0
298,오리털패딩,패션의류,1500.0,11200.0,14.7,109.8,1.02,1.04,15,3,1190.0,850.0,910.0,780.0
299,여성패딩조끼,패션의류,5350.0,73400.0,32.9,407.9,0.64,0.59,15,3,1670.0,1340.0,1250.0,1040.0
300,남성가디건,패션의류,2240.0,11400.0,14.3,99.0,0.66,0.94,15,3,1030.0,960.0,1450.0,1020.0
301,패딩브랜드,패션의류,5080.0,42700.0,32.0,300.2,0.66,0.75,15,3,1100.0,980.0,1050.0,70.0
302,구스다운,스포츠/레저,5340.0,36600.0,21.1,272.3,0.42,0.8,15,3,1110.0,930.0,1140.0,980.0
303,여성패딩점퍼,패션의류,1790.0,18800.0,17.1,96.6,0.99,0.55,15,3,1780.0,1060.0,890.0,700.0
304,구스패딩,패션의류,2830.0,30300.0,15.1,197.2,0.55,0.7,15,3,1170.0,840.0,1140.0,970.0
305,여자롱패딩,스포츠/레저,4940.0,49600.0,40.2,406.5,0.84,0.88,15,3,1670.0,990.0,1560.0,1040.0
306,웰론패딩,패션의류,2200.0,14800.0,6.3,47.9,0.3,0.35,15,3,1060.0,590.0,1030.0,720.0
307,여성구스패딩,패션의류,860.0,9780.0,4.5,38.1,0.54,0.42,15,3,1400.0,1060.0,1010.0,750.0
308,남자롱패딩,패션의류,5060.0,33900.0,26.9,392.6,0.56,1.24,15,3,1140.0,930.0,1390.0,1010.0
309,유니클로패딩,패션의류,2060.0,18200.0,12.7,165.4,0.65,0.97,11,2,1240.0,300.0,440.0,360.0
310,숏패딩추천,패션의류,1940.0,17000.0,8.2,102.4,0.45,0.65,15,3,1320.0,1000.0,970.0,860.0
311,남성숏패딩,패션의류,940.0,5660.0,6.0,20.5,0.66,0.39,15,3,1310.0,1150.0,970.0,880.0
312,누빔패딩,패션의류,3600.0,27600.0,11.9,35.5,0.34,0.14,15,3,1490.0,810.0,880.0,630.0
313,나이키숏패딩,패션잡화,2510.0,30500.0,12.3,164.5,0.51,0.58,15,3,980.0,640.0,1170.0,800.0
314,나이키경량패딩,패션잡화,2960.0,29400.0,11.1,41.6,0.39,0.15,15,3,970.0,600.0,720.0,540.0
315,나이키롱패딩,패션잡화,2770.0,26300.0,25.5,131.5,0.96,0.53,15,3,1200.0,600.0,1350.0,630.0
316,퀼팅패딩,패션의류,3290.0,30900.0,8.0,72.5,0.25,0.25,15,3,1340.0,880.0,870.0,70.0
317,남성구스다운,패션의류,920.0,5090.0,5.6,61.4,0.63,1.29,15,3,1330.0,920.0,910.0,770.0
318,유니클로경량패딩,패션의류,5300.0,55000.0,21.5,870.7,0.42,1.68,15,3,2010.0,290.0,540.0,420.0
319,야상패딩,패션의류,1790.0,15900.0,6.4,49.0,0.38,0.33,15,3,1390.0,1060.0,980.0,640.0
320,여성구스다운,패션의류,1030.0,8220.0,6.7,33.4,0.67,0.44,15,3,1470.0,1070.0,1140.0,800.0
321,롱패딩브랜드,패션의류,1100.0,6070.0,5.2,26.2,0.5,0.46,15,3,1050.0,940.0,1050.0,880.0
322,남자패딩조끼,스포츠/레저,5370.0,46700.0,29.1,450.3,0.57,1.04,15,3,1200.0,990.0,2460.0,1540.0
323,남성경량패딩,패션의류,4840.0,31300.0,34.5,204.0,0.74,0.7,15,3,1900.0,1370.0,1850.0,1430.0
324,커플패딩,패션의류,1910.0,11800.0,15.2,131.5,0.82,1.18,15,3,1310.0,980.0,1010.0,880.0
325,남성패딩점퍼,패션의류,1020.0,5400.0,10.7,62.5,1.11,1.23,15,3,1150.0,880.0,1060.0,850.0
326,숏패딩브랜드,패션의류,850.0,6630.0,6.7,9.3,0.82,0.16,15,3,1300.0,940.0,960.0,730.0
327,초경량패딩,패션의류,1370.0,9140.0,12.5,149.8,0.96,1.75,15,3,1260.0,930.0,980.0,820.0
328,패딩베스트,패션의류,3130.0,24800.0,15.7,195.2,0.53,0.85,15,3,1320.0,1130.0,1560.0,70.0
329,리버시블패딩,패션의류,3040.0,27100.0,5.8,58.5,0.2,0.23,15,3,1360.0,1180.0,1380.0,1100.0
330,롱패딩추천,패션의류,1310.0,5930.0,6.0,23.8,0.47,0.43,15,3,1140.0,940.0,940.0,780.0
331,겨울잠바,패션의류,2130.0,11900.0,18.2,114.5,0.89,1.03,15,3,1260.0,1030.0,1530.0,1060.0
332,겨울점퍼,패션의류,2070.0,11000.0,7.8,59.5,0.39,0.58,15,3,1170.0,980.0,1160.0,880.0
333,다운패딩,패션의류,2320.0,12100.0,6.3,34.8,0.29,0.31,15,3,2130.0,1100.0,3770.0,1310.0
334,남자패딩추천,패션의류,840.0,3170.0,3.1,9.3,0.38,0.32,15,3,1660.0,870.0,2580.0,920.0
335,고어텍스패딩,패션의류,1000.0,6240.0,2.3,3.3,0.24,0.06,15,3,1030.0,440.0,580.0,490.0
336,크롭패딩,패션의류,1300.0,14500.0,1.4,2.3,0.12,0.02,15,3,1310.0,850.0,1310.0,70.0
337,푸퍼패딩,패션의류,1570.0,11500.0,2.0,2.3,0.14,0.03,15,3,1050.0,830.0,860.0,70.0
338,푸퍼,패션의류,2220.0,11200.0,1.0,2.7,0.05,0.03,3,3,990.0,460.0,610.0,70.0
339,퀄팅패딩,패션의류,2990.0,23300.0,2.5,36.4,0.09,0.17,15,3,1010.0,580.0,730.0,70.0
340,남자겨울점퍼,패션의류,820.0,5460.0,3.9,16.7,0.49,0.33,15,3,1370.0,1010.0,1300.0,1120.0
341,코듀로이패딩,패션의류,1460.0,12800.0,1.8,11.4,0.13,0.1,15,3,1190.0,540.0,610.0,480.0
342,남자패딩브랜드,패션의류,1310.0,7530.0,8.9,62.1,0.72,0.88,15,3,1230.0,910.0,970.0,820.0
343,남성겨울점퍼,패션의류,1680.0,9280.0,19.1,57.4,1.18,0.66,15,3,1580.0,800.0,1090.0,800.0
344,남자아우터,패션의류,4010.0,17700.0,39.2,237.2,1.02,1.42,15,3,1690.0,1130.0,1470.0,1140.0
345,얇은패딩,패션의류,1440.0,12300.0,11.9,216.9,0.85,1.85,15,3,1180.0,750.0,950.0,760.0
346,다운자켓,패션의류,1590.0,7150.0,11.2,52.6,0.73,0.79,15,3,1650.0,1240.0,1040.0,890.0
347,파카,패션의류,3600.0,12800.0,7.2,66.7,0.22,0.56,15,3,1300.0,1100.0,2680.0,70.0
348,K2숏패딩,패션의류,1050.0,10600.0,2.7,50.5,0.27,0.51,15,3,2360.0,670.0,700.0,520.0
349,패딩점퍼,스포츠/레저,2500.0,13700.0,9.7,65.1,0.41,0.51,15,3,1310.0,1020.0,1570.0,70.0
350,남자패딩자켓,패션의류,810.0,5070.0,3.4,24.8,0.45,0.53,15,3,1450.0,1050.0,870.0,660.0
351,중학생패딩,패션의류,900.0,8100.0,8.0,63.3,0.92,0.83,15,3,1740.0,850.0,950.0,790.0
352,후드패딩,패션의류,880.0,7160.0,3.6,15.9,0.43,0.24,15,3,1160.0,930.0,1000.0,70.0
353,구스다운패딩,스포츠/레저,2830.0,22100.0,15.0,189.0,0.56,0.91,15,3,2050.0,1530.0,1210.0,1040.0
354,나이키조끼패딩,패션의류,900.0,10600.0,4.6,110.0,0.53,1.11,15,3,800.0,500.0,670.0,540.0
355,나이키패딩조끼,패션의류,3460.0,36700.0,21.2,176.0,0.64,0.52,15,3,750.0,610.0,860.0,510.0
356,골프패딩조끼,패션의류,1830.0,17400.0,11.9,188.3,0.67,1.16,15,3,2660.0,2170.0,1730.0,1130.0
357,겨울코디,패션의류,1810.0,10000.0,2.9,16.8,0.17,0.18,15,3,1140.0,780.0,960.0,650.0
358,경량구스다운,패션의류,920.0,7790.0,4.5,76.1,0.51,1.05,15,3,1010.0,930.0,910.0,750.0
359,경량롱패딩,패션의류,1930.0,24300.0,8.9,186.0,0.47,0.81,15,3,1960.0,1150.0,1060.0,780.0
360,경량패딩조끼,패션의류,7240.0,59300.0,36.5,621.1,0.52,1.11,15,3,1540.0,1220.0,2030.0,1730.0
361,경량패딩추천,패션의류,1190.0,5240.0,7.6,66.6,0.66,1.35,15,3,1360.0,1140.0,1150.0,930.0
362,스타디움자켓,패션의류,1290.0,8100.0,2.4,35.9,0.2,0.48,15,3,1350.0,940.0,1060.0,510.0
363,나이키점퍼,패션잡화,1330.0,16200.0,5.7,56.1,0.46,0.38,15,3,1400.0,820.0,1320.0,800.0
364,겨울아우터,패션의류,1940.0,9750.0,7.9,31.6,0.43,0.35,15,3,1770.0,1100.0,1440.0,880.0
365,남자패딩점퍼,패션의류,1930.0,15400.0,19.6,156.4,1.05,1.08,15,3,1470.0,1050.0,1200.0,1040.0
366,패딩자켓,패션의류,2070.0,13300.0,4.5,9.0,0.23,0.08,15,3,1950.0,1100.0,4200.0,70.0
367,남성겨울패딩,패션의류,870.0,5310.0,9.0,98.5,1.06,1.99,15,3,1290.0,850.0,830.0,690.0
368,깔깔이패딩,스포츠/레저,2950.0,24100.0,10.1,277.5,0.36,1.22,15,3,1750.0,710.0,1060.0,820.0
369,남자패딩코트,패션의류,1710.0,9050.0,3.2,19.8,0.2,0.24,15,3,1170.0,740.0,820.0,640.0
370,가을자켓,패션의류,1330.0,11500.0,4.7,37.0,0.37,0.36,15,3,10340.0,2120.0,10970.0,1640.0
371,조끼패딩,패션의류,5020.0,43100.0,19.9,388.5,0.41,0.96,15,3,1190.0,970.0,1250.0,1030.0
372,체크자켓,패션의류,1580.0,21500.0,2.7,3.3,0.19,0.02,15,3,950.0,780.0,920.0,690.0
373,구스경량패딩,패션의류,1040.0,15700.0,4.3,126.8,0.42,0.86,15,3,1140.0,850.0,780.0,620.0
374,가을점퍼,패션의류,1160.0,7420.0,4.0,34.4,0.36,0.51,15,3,2540.0,1120.0,1030.0,810.0
375,경량패딩브랜드,패션의류,880.0,4280.0,8.7,37.5,1.0,0.93,15,3,1310.0,1120.0,1100.0,960.0
376,남성롱패딩,패션의류,1140.0,6510.0,4.7,24.9,0.42,0.41,15,3,1440.0,1220.0,1380.0,1070.0
377,아웃도어패딩,패션의류,1010.0,5510.0,9.5,47.9,0.97,0.94,15,3,1230.0,660.0,600.0,510.0
378,구스롱패딩,패션의류,830.0,9390.0,2.4,55.8,0.3,0.64,15,3,1310.0,800.0,960.0,830.0
379,남자야상,패션의류,2000.0,8380.0,9.3,47.8,0.49,0.62,15,3,1250.0,990.0,770.0,590.0
380,여자패딩조끼,패션의류,1150.0,10900.0,7.6,71.6,0.67,0.69,15,3,1450.0,1030.0,1850.0,770.0
381,수지패딩,패션의류,2990.0,31500.0,8.1,188.3,0.28,0.65,13,2,1290.0,510.0,740.0,430.0
382,여자경량패딩,패션의류,2830.0,23600.0,14.3,208.2,0.52,0.93,15,3,1460.0,1290.0,2920.0,1810.0
383,경량패딩남자,패션의류,3300.0,23300.0,27.1,264.4,0.85,1.19,12,2,1170.0,610.0,510.0,460.0
384,니트패딩,패션의류,2150.0,18700.0,2.7,32.0,0.14,0.19,15,3,1090.0,880.0,920.0,560.0
385,여성경량패딩조끼,패션의류,1110.0,8790.0,6.2,35.2,0.58,0.43,15,3,1690.0,1280.0,1580.0,1230.0
386,경량조끼,패션의류,3080.0,21500.0,9.1,115.8,0.31,0.58,15,3,1560.0,960.0,2140.0,1560.0
387,남자경량패딩조끼,패션의류,1240.0,9900.0,6.9,130.7,0.58,1.4,15,3,1550.0,1160.0,1660.0,1130.0
388,여성아우터,패션의류,1800.0,16600.0,19.7,224.0,1.13,1.43,15,3,1520.0,1110.0,1880.0,1170.0
389,몬스터파카,패션의류,850.0,3590.0,1.4,0.0,0.18,0.0,12,2,970.0,510.0,650.0,520.0
390,K2패딩,패션의류,16100.0,187500.0,84.8,1960.6,0.55,1.13,15,3,1100.0,850.0,930.0,770.0
391,남자조끼패딩,패션의류,830.0,6560.0,2.5,19.2,0.32,0.32,15,3,1230.0,520.0,700.0,520.0
392,K2경량패딩,패션의류,3120.0,31500.0,12.5,162.9,0.41,0.55,15,3,1440.0,630.0,720.0,550.0
393,K2수지패딩,패션의류,1610.0,25000.0,1.7,121.8,0.12,0.54,11,2,1760.0,600.0,720.0,380.0
394,윌슨,패션의류,6890.0,25000.0,3.2,8.7,0.05,0.04,15,3,1400.0,530.0,890.0,720.0
395,K2롱패딩,패션의류,2910.0,30400.0,7.2,142.3,0.26,0.51,15,3,1300.0,660.0,810.0,630.0
396,니트자켓,패션의류,810.0,8430.0,3.7,12.1,0.48,0.16,15,3,1330.0,600.0,640.0,470.0
397,여성점퍼,패션의류,1730.0,19400.0,12.8,163.5,0.78,0.9,15,3,3590.0,1320.0,2080.0,1060.0
398,키즈경량패딩,패션의류,3030.0,55800.0,8.4,311.8,0.29,0.59,15,3,2140.0,1440.0,1290.0,70.0
399,남자조끼,패션의류,1600.0,10600.0,5.9,40.3,0.38,0.41,15,3,1620.0,700.0,1940.0,1020.0
400,네파그린란드,패션의류,930.0,5360.0,1.1,30.0,0.12,0.59,15,3,1350.0,440.0,590.0,470.0
401,유니클로울트라라이트다운,패션의류,880.0,6270.0,2.5,28.9,0.3,0.5,6,2,1110.0,420.0,400.0,370.0
402,네파경량패딩,패션의류,2250.0,21300.0,6.9,48.5,0.32,0.25,15,3,900.0,580.0,710.0,510.0
403,골프패딩,패션의류,3680.0,25500.0,19.9,199.9,0.56,0.84,15,3,1500.0,810.0,820.0,680.0
404,커버낫경량패딩,패션의류,1080.0,11600.0,1.3,5.7,0.13,0.06,3,3,820.0,430.0,240.0,160.0
405,유니클로패딩조끼,패션의류,840.0,6770.0,2.4,31.0,0.29,0.49,11,2,1020.0,430.0,380.0,310.0
406,크롭자켓,패션의류,1860.0,24500.0,5.2,33.5,0.3,0.15,15,3,1140.0,930.0,890.0,590.0
407,가을코디,패션잡화,1910.0,13700.0,6.3,27.9,0.36,0.23,15,3,9730.0,980.0,11050.0,880.0
408,축구패딩조끼,패션의류,900.0,3850.0,9.9,51.9,1.13,1.43,15,3,1410.0,980.0,1510.0,970.0
409,남성가을점퍼,패션의류,1050.0,5260.0,7.2,47.1,0.72,0.98,15,3,1930.0,1210.0,1480.0,1010.0
410,남성가을자켓,패션의류,820.0,3650.0,4.3,21.3,0.55,0.64,15,3,3030.0,1520.0,1200.0,950.0
411,남자겨울자켓,패션의류,1280.0,6570.0,4.7,16.9,0.39,0.28,15,3,1470.0,980.0,1490.0,850.0
412,남자울자켓,패션의류,950.0,5510.0,1.9,22.3,0.22,0.44,15,3,1090.0,800.0,940.0,810.0
413,남자퀄팅자켓,패션의류,1380.0,7100.0,2.9,2.0,0.22,0.03,15,3,1000.0,710.0,900.0,680.0
414,남성점퍼,패션의류,2150.0,11400.0,11.6,67.8,0.57,0.64,15,3,1610.0,1350.0,3420.0,1820.0
415,바시티자켓,패션의류,6910.0,58500.0,12.2,11.7,0.19,0.03,15,3,650.0,510.0,540.0,430.0
416,남성아우터,패션의류,900.0,3820.0,8.9,59.0,1.02,1.63,15,3,1260.0,1180.0,1030.0,780.0
417,야상,스포츠/레저,4180.0,25000.0,5.1,13.2,0.13,0.06,15,3,1270.0,1050.0,1460.0,740.0
418,조거팬츠,패션잡화,15400.0,141100.0,90.4,1529.5,0.62,1.18,15,3,5830.0,4180.0,9710.0,4730.0
419,남자가을옷,패션의류,1150.0,3300.0,19.6,90.3,1.82,2.99,15,3,2080.0,1810.0,4420.0,3070.0
420,양털자켓,패션의류,2930.0,28600.0,12.7,214.0,0.45,0.8,15,3,1500.0,1190.0,1880.0,1370.0
421,여성하프코트,패션의류,1290.0,11700.0,8.5,55.2,0.68,0.51,15,3,1750.0,840.0,780.0,640.0
422,남성가죽자켓,패션의류,920.0,5010.0,20.3,92.4,2.34,2.05,15,3,940.0,820.0,850.0,700.0
423,남자점퍼,패션의류,2730.0,15900.0,15.2,74.3,0.59,0.5,15,3,1730.0,970.0,1070.0,1000.0
424,트레이닝셋업,패션의류,1330.0,9540.0,10.2,131.9,0.8,1.49,15,3,3030.0,1070.0,1180.0,970.0
425,셔츠,패션의류,4520.0,24400.0,6.6,12.2,0.16,0.06,15,3,1210.0,840.0,1560.0,1140.0
426,남자잠바,패션의류,1030.0,6060.0,9.9,62.5,1.02,1.1,15,3,1160.0,930.0,1260.0,980.0
427,여성퀼팅점퍼,패션의류,870.0,8650.0,2.6,12.4,0.31,0.16,15,3,2520.0,1170.0,4320.0,850.0
428,청자켓,패션의류,2550.0,22500.0,6.4,21.4,0.27,0.11,15,3,1370.0,650.0,700.0,600.0
429,양털점퍼,패션의류,870.0,8570.0,3.9,32.4,0.47,0.4,15,3,1350.0,880.0,1020.0,850.0
430,누빔점퍼,패션의류,2630.0,27300.0,8.0,15.9,0.32,0.07,15,3,1690.0,880.0,1050.0,600.0
431,네파후리스,패션잡화,2430.0,28200.0,6.3,94.3,0.27,0.36,15,3,1120.0,670.0,840.0,630.0
432,긴팔티셔츠,패션의류,2330.0,17800.0,7.4,44.3,0.34,0.27,15,3,2410.0,1880.0,3340.0,1680.0
433,겨울바람막이,패션의류,1020.0,5680.0,4.5,60.7,0.45,1.14,15,3,1170.0,940.0,1000.0,840.0
